,SYMBOL,NAME OF COMPANY,cm01JAN2024bhav.csv
1396,RGL,Renaissance Global Limited,0.8244422890397755
1397,RHFL,Reliance Home Finance Limited,4.70588235294118
1398,RHIM,RHI MAGNESITA INDIA LIMITED,-0.3477180999689481
1399,RHL,Robust Hotels Limited,3.1172511512575314
1400,RICOAUTO,Rico Auto Industries Limited,0.5770340450086554
1401,RIIL,Reliance Industrial Infrastructure Limited,5.2405147795126545
1402,RITCO,Ritco Logistics Limited,-0.6140677335318114
1403,RITES,RITES Limited,0.1691878980891765
1404,RKDL,Ravi Kumar Distilleries Limited,
1405,RKEC,RKEC Projects Limited,1.6415868673050658
1406,RKFORGE,Ramkrishna Forgings Limited,-1.929171834091222
1407,RMCL,Radha Madhav Corporation Limited,
1408,RML,Rane (Madras) Limited,-0.38477982043608105
1409,RNAVAL,Reliance Naval and Engineering Limited,
1410,ROHLTD,Royal Orchid Hotels Limited,1.042160113690198
1411,ROLEXRINGS,Rolex Rings Limited,0.42258550908658404
1412,ROLLT,Rollatainers Limited,
1413,ROLTA,Rolta India Limited,
1414,ROML,Raj Oil Mills Limited,0.5257623554153523
1415,ROSSARI,Rossari Biotech Limited,0.012513295376340204
1416,ROSSELLIND,Rossell India Limited,-1.5341998721500083
1417,ROTO,Roto Pumps Limited,0.05938242280285036
1418,ROUTE,ROUTE MOBILE LIMITED,4.391479778549313
1419,RPGLIFE,RPG Life Sciences Limited,-0.2058614365385335
1420,RPOWER,Reliance Power Limited,2.7896995708154444
1421,RPPINFRA,R.P.P. Infra Projects Limited,
1422,RPPL,Rajshree Polypack Limited,3.781713738630926
1423,RPSGVENT,RPSG VENTURES LIMITED,0.8645336963921066
1424,RSSOFTWARE,R. S. Software (India) Limited,1.9641332194705479
1425,RSWM,RSWM Limited,0.04597701149425026
1426,RSYSTEMS,R Systems International Limited,0.4917137133491043
1427,RTNINDIA,RattanIndia Enterprises Limited,0.26229508196721685
1428,RTNPOWER,RattanIndia Power Limited,2.2222222222222143
1429,RUBYMILLS,The Ruby Mills Limited,1.2636538873420506
1430,RUCHINFRA,Ruchi Infrastructure Limited,
1431,RUCHIRA,Ruchira Papers Limited,-0.44792833146696104
1432,RUPA,Rupa & Company Limited,2.328180294281989
1433,RUSHIL,Rushil Decor Limited,-1.0085535554704428
1434,RUSTOMJEE,Keystone Realtors Limited,-0.8747266479225277
1435,RVHL,Ravinder Heights Limited,-4.901036757775673
1436,RVNL,Rail Vikas Nigam Limited,0.24786560176259356
1437,S&SPOWER,S&S Power Switchgears Limited,
1438,SABEVENTS,Sab Events & Governance Now Media Limited,
1439,SABTN,Sri Adhikari Brothers Television Network Limited,
1440,SADBHAV,Sadbhav Engineering Limited,
1441,SADBHIN,Sadbhav Infrastructure Project Limited,
1442,SADHNANIQ,Sadhana Nitrochem Limited,5.193306405077899
1443,SAFARI,Safari Industries (India) Limited,-3.1926614907628026
1444,SAGARDEEP,Sagardeep Alloys Limited,7.94824399260628
1445,SAGCEM,Sagar Cements Limited,13.35165913999606
1446,SAH,Sah Polymers Limited,-0.11811023622047691
1447,SAHYADRI,Sahyadri Industries Limited,1.072220852846937
1448,SAIL,Steel Authority of India Limited,0.8491710473109559
1449,SAKAR,Sakar Healthcare Limited,2.3247094113235875
1450,SAKHTISUG,Sakthi Sugars Limited,-0.17421602787456694
1451,SAKSOFT,Saksoft Limited,
1452,SAKUMA,Sakuma Exports Limited,6.7605633802816865
1453,SALASAR,Salasar Techno Engineering Limited,1.5969581749049384
1454,SALONA,Salona Cotspin Limited,1.117798796216681
1455,SALSTEEL,S.A.L. Steel Limited,
1456,SALZERELEC,Salzer Electronics Limited,6.867112100965107
1457,SAMBHAAV,Sambhaav Media Limited,
1458,SANCO,Sanco Industries Limited,
1459,SANDESH,The Sandesh Limited,0.013355295374603888
1460,SANDHAR,Sandhar Technologies Limited,0.2534468775344688
1461,SANGAMIND,Sangam (India) Limited,0.6355184182652674
1462,SANGHIIND,Sanghi Industries Limited,0.6304176516942451
1463,SANGHVIMOV,Sanghvi Movers Limited,1.5770171149144228
1464,SANGINITA,Sanginita Chemicals Limited,19.999999999999996
1465,SANOFI,Sanofi India Limited,0.7003365333961364
1466,SANSERA,Sansera Engineering Limited,2.7528337994994803
1467,SANWARIA,Sanwaria Consumer Limited,
1468,SAPPHIRE,Sapphire Foods India Limited,-0.8338610935190985
1469,SARDAEN,Sarda Energy & Minerals Limited,0.6317867719644598
1470,SAREGAMA,Saregama India Limited,-0.25627191799298316
1471,SARLAPOLY,Sarla Performance Fibers Limited,0.8818342151675485
1472,SARVESHWAR,Sarveshwar Foods Limited,7.339449541284393
1473,SASKEN,Sasken Technologies Limited,3.9711706568665996
1474,SASTASUNDR,Sastasundar Ventures Limited,1.7674305216967334
1475,SATIA,Satia Industries Limited,0.8623787279913679
1476,SATIN,Satin Creditcare Network Limited,2.2481265611990033
1477,SATINDLTD,Sat Industries Limited,0.5647263249348442
1478,SBC,SBC Exports Limited,0.0
1479,SBCL,Shivalik Bimetal Controls Limited,8.473344836981218
1480,SBGLP,Suratwwala Business Group Limited,0.7747417527490797
1481,SBICARD,SBI Cards and Payment Services Limited,0.8819851247284994
1482,SBILIFE,SBI Life Insurance Company Limited,-0.034901577551305324
1483,SBIN,State Bank of India,-0.10902577680864914
1484,SCAPDVR,Stampede Capital Limited,
1485,SCHAEFFLER,Schaeffler India Limited,0.22478926006867994
1486,SCHAND,S Chand And Company Limited,-2.5321100917431107
1487,SCHNEIDER,Schneider Electric Infrastructure Limited,-1.307429130009767
1488,SCI,Shipping Corporation Of India Limited,0.6138735420503376
1489,SCPL,Sheetal Cool Products Limited,0.28400597907324027
1490,SDBL,Som Distilleries & Breweries Limited,0.9669479606188467
1491,SEAMECLTD,Seamec Limited,0.5880103260349807
1492,SECURCRED,SecUR Credentials Limited,-1.5228426395939123
1493,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,7.668393782383426
1494,SEJALLTD,Sejal Glass Limited,
1495,SELAN,Selan Exploration Technology Limited,-0.3957382039573797
1496,SELMC,SEL Manufacturing Company Limited,
1497,SEPC,SEPC Limited,4.926108374384236
1498,SEPOWER,S.E. Power Limited,
1499,SEQUENT,Sequent Scientific Limited,1.2307692307692357
1500,SERVOTECH,Servotech Power Systems Limited,
1501,SESHAPAPER,Seshasayee Paper and Boards Limited,0.3953127205986261
1502,SETCO,Setco Automotive Limited,
1503,SETUINFRA,Setubandhan Infrastructure Limited,
1504,SEYAIND,Seya Industries Limited,
1505,SFL,Sheela Foam Limited,0.49580780393420376
1506,SGIL,Synergy Green Industries Limited,2.090209020902101
1507,SGL,STL Global Limited,0.0
1508,SHAHALLOYS,Shah Alloys Limited,2.03761755485893
1509,SHAILY,Shaily Engineering Plastics Limited,-0.40160642570280114
1510,SHAKTIPUMP,Shakti Pumps (India) Limited,0.5666829506594973
1511,SHALBY,Shalby Limited,-0.7105089226702029
1512,SHALPAINTS,Shalimar Paints Limited,0.619020821609467
1513,SHANKARA,Shankara Building Products Limited,0.08406893652794017
1514,SHANTI,Shanti Overseas (India) Limited,0.5617977528089768
1515,SHANTIGEAR,Shanthi Gears Limited,0.24146544546212248
1516,SHARDACROP,Sharda Cropchem Limited,-0.28710247349823576
1517,SHARDAMOTR,Sharda Motor Industries Limited,-0.24874669932264362
1518,SHAREINDIA,Share India Securities Limited,-1.7528271405492708
1519,SHEMAROO,Shemaroo Entertainment Limited,-0.9666354848768214
1520,SHILPAMED,Shilpa Medicare Limited,-3.0124129579170416
1521,SHIVALIK,Shivalik Rasayan Limited,-0.8939974457215805
1522,SHIVAMAUTO,Shivam Autotech Limited,
1523,SHIVAMILLS,Shiva Mills Limited,-2.289281997918823
1524,SHIVATEX,Shiva Texyarn Limited,0.06988120195666968
1525,SHK,S H Kelkar and Company Limited,-1.0656583018219203
1526,SHOPERSTOP,Shoppers Stop Limited,-1.0202604920405143
1527,SHRADHA,Shradha Infraprojects Limited,
1528,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,4.480000000000003
1529,SHREECEM,SHREE CEMENT LIMITED,-0.6690328862644119
1530,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,0.5120213713268058
1531,SHREERAMA,Shree Rama Multi-Tech Limited,
1532,SHRENIK,Shrenik Limited,
1533,SHREYANIND,Shreyans Industries Limited,
1534,SHREYAS,Shreyas Shipping & Logistics Limited,1.380175658720209
1535,SHRIPISTON,Shriram Pistons & Rings Limited,4.9999999999999964
1536,SHRIRAMFIN,Shriram Finance Limited,-0.21672429747237484
1537,SHRIRAMPPS,Shriram Properties Limited,1.3894564773191687
1538,SHYAMCENT,Shyam Century Ferrous Limited,0.24271844660192793
1539,SHYAMMETL,Shyam Metalics and Energy Limited,2.2459381968779906
1540,SHYAMTEL,Shyam Telecom Limited,8.888888888888896
1541,SIEMENS,Siemens Limited,0.02111958655304405
1542,SIGACHI,Sigachi Industries Limited,0.48638132295719844
1543,SIGIND,Signet Industries Limited,
1544,SIKKO,Sikko Industries Limited,
1545,SIL,Standard Industries Limited,
1546,SILGO,Silgo Retail Limited,1.2844036697247758
1547,SILINV,SIL Investments Limited,-1.522724630942684
1548,SILLYMONKS,Silly Monks Entertainment Limited,
1549,SILVERTUC,Silver Touch Technologies Limited,0.8704409754694005
1550,SIMBHALS,Simbhaoli Sugars Limited,0.509337860780992
1551,SIMPLEXINF,Simplex Infrastructures Limited,
1552,SINTERCOM,Sintercom India Limited,0.950118764845608
1553,SIRCA,Sirca Paints India Limited,-0.8295717945589932
1554,SIS,SIS LIMITED,2.355271846797268
1555,SITINET,Siti Networks Limited,
1556,SIYSIL,Siyaram Silk Mills Limited,0.2057805630904542
1557,SJS,S.J.S. Enterprises Limited,-0.23432449903037036
1558,SJVN,SJVN Limited,2.144035184167128
1559,SKFINDIA,SKF India Limited,0.017390926284195394
1560,SKIL,SKIL Infrastructure Limited,
1561,SKIPPER,Skipper Limited,3.1502953401881375
1562,SKMEGGPROD,SKM Egg Products Export (India) Limited,5.000000000000003
1563,SKYGOLD,Sky Gold Limited,-2.159933238427176
1564,SMARTLINK,Smartlink Holdings Limited,-1.9851116625310143
1565,SMCGLOBAL,SMC Global Securities Limited,2.46669955599408
1566,SMLISUZU,SML Isuzu Limited,2.7341829595734115
1567,SMLT,Sarthak Metals Limited,-0.23506366307541404
1568,SMSLIFE,SMS Lifesciences India Limited,-0.27379154078550705
1569,SMSPHARMA,SMS Pharmaceuticals Limited,0.9688289806234133
1570,SNOWMAN,Snowman Logistics Limited,1.968503937007874
1571,SOBHA,Sobha Limited,3.6471543065841465
1572,SOFTTECH,Softtech Engineers Limited,
1573,SOLARA,Solara Active Pharma Sciences Limited,-0.49840786376850466
1574,SOLARINDS,Solar Industries India Limited,0.7513935340022324
1575,SOMANYCERA,Somany Ceramics Limited,1.0457334076965978
1576,SOMATEX,Soma Textiles & Industries Limited,
1577,SOMICONVEY,Somi Conveyor Beltings Limited,
1578,SONACOMS,Sona BLW Precision Forgings Limited,0.17843289371605545
1579,SONAMCLOCK,Sonam Clock Limited,
1580,SONATSOFTW,Sonata Software Limited,-2.672500841467522
1581,SOTL,Savita Oil Technologies Limited,-0.25564550489988186
1582,SOUTHBANK,The South Indian Bank Limited,0.5617977528089967
1583,SOUTHWEST,South West Pinnacle Exploration Limited,
1584,SPAL,S. P. Apparels Limited,-0.4860767836546271
1585,SPANDANA,Spandana Sphoorty Financial Limited,-0.12403650217064685
1586,SPARC,Sun Pharma Advanced Research Company Limited,7.217573221757317
1587,SPCENET,Spacenet Enterprises India Limited,14.423076923076936
1588,SPECIALITY,Speciality Restaurants Limited,0.26448029621793173
1589,SPENCERS,Spencer's Retail Limited,1.2064965197215751
1590,SPENTEX,Spentex Industries Limited,
1591,SPIC,Southern Petrochemicals Industries Corporation  Limited,4.919093851132683
1592,SPLIL,SPL Industries Limited,3.0523255813953614
1593,SPLPETRO,Supreme Petrochem Limited,-0.5539671193709833
1594,SPMLINFRA,SPML Infra Limited,
1595,SPORTKING,Sportking India Limited,0.3105779185189779
1596,SPTL,Sintex Plastics Technology Limited,
1597,SPYL,Shekhawati Poly-Yarn Limited,
1598,SREEL,Sreeleathers Limited,2.3165050988291696
1599,SREINFRA,SREI Infrastructure Finance Limited,
1600,SRF,SRF Limited,-0.4658666935565265
1601,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,2.843137254901969
1602,SRPL,Shree Ram Proteins Limited,
1603,SSWL,Steel Strips Wheels Limited,2.064043209876552
1604,STAMPEDE,Stampede Capital Limited,
1605,STAR,Strides Pharma Science Limited,0.7701193685021178
1606,STARCEMENT,Star Cement Limited,0.19841269841269518
1607,STARHEALTH,Star Health and Allied Insurance Company Limited,1.9728845254791874
1608,STARPAPER,Star Paper Mills Limited,0.1730852444829103
1609,STARTECK,Starteck Finance Limited,
1610,STCINDIA,The State Trading Corporation of India Limited,0.6186317321688459
1611,STEELCAS,Steelcast Limited,0.40643797756462363
1612,STEELCITY,Steel City Securities Limited,1.0936431989063529
1613,STEELXIND,STEEL EXCHANGE INDIA LIMITED,0.0
1614,STEL,Stel Holdings Limited,-0.9168609168609133
1615,STERTOOLS,Sterling Tools Limited,1.9890741000140142
1616,STLTECH,Sterlite Technologies Limited,3.956582633053205
1617,STOVEKRAFT,Stove Kraft Limited,1.5112790310034474
1618,STYLAMIND,Stylam Industries Limited,-0.9118364502265098
1619,STYRENIX,Styrenix Performance Materials Limited,0.5887853704152668
1620,SUBEXLTD,Subex Limited,2.06185567010308
1621,SUBROS,Subros Limited,3.9771154378517957
1622,SUDARSCHEM,Sudarshan Chemical Industries Limited,1.2112932604735842
1623,SUKHJITS,Sukhjit Starch & Chemicals Limited,-0.8464205588415326
1624,SULA,Sula Vineyards Limited,-0.5015045135406219
1625,SUMEETINDS,Sumeet Industries Limited,
1626,SUMICHEM,Sumitomo Chemical India Limited,1.5097141442890645
1627,SUMIT,Sumit Woods Limited,
1628,SUMMITSEC,Summit Securities Limited,-0.5689398100918152
1629,SUNCLAYLTD,Sundaram Clayton Limited,
1630,SUNDARAM,Sundaram Multi Pap Limited,
1631,SUNDARMFIN,Sundaram Finance Limited,-0.34062081349942347
1632,SUNDARMHLD,Sundaram Finance Holdings Limited,-0.06846970215681118
1633,SUNDRMBRAK,Sundaram Brake Linings Limited,-0.35166479610924395
1634,SUNDRMFAST,Sundram Fasteners Limited,-0.16814797021379904
1635,SUNFLAG,Sunflag Iron And Steel Company Limited,1.552424170050155
1636,SUNPHARMA,Sun Pharmaceutical Industries Limited,0.06351979038468811
1637,SUNTECK,Sunteck Realty Limited,0.5162159129166224
1638,SUNTV,Sun TV Network Limited,-0.2667789946644329
1639,SUPERHOUSE,Superhouse Limited,3.114325899136037
1640,SUPERSPIN,Super Spinning Mills Limited,
1641,SUPRAJIT,Suprajit Engineering Limited,0.9715902103062326
1642,SUPREMEENG,Supreme Engineering Limited,
1643,SUPREMEIND,Supreme Industries Limited,-1.47041019601801
1644,SUPREMEINF,Supreme Infrastructure India Limited,
1645,SUPRIYA,Supriya Lifescience Limited,0.0
1646,SURANASOL,Surana Solar Limited,
1647,SURANAT&P,Surana Telecom and Power Limited,
1648,SURYALAXMI,Suryalakshmi Cotton Mills Limited,-1.2599469496021258
1649,SURYAROSNI,Surya Roshni Limited,2.7411363490122986
1650,SURYODAY,Suryoday Small Finance Bank Limited,0.09578544061303046
1651,SUTLEJTEX,Sutlej Textiles and Industries Limited,1.9776440240756639
1652,SUULD,Suumaya Industries Limited,
1653,SUVEN,Suven Life Sciences Limited,1.733746130030967
1654,SUVENPHAR,Suven Pharmaceuticals Limited,-0.3389596015495202
1655,SUVIDHAA,Suvidhaa Infoserve Limited,
1656,SUZLON,Suzlon Energy Limited,
1657,SVLL,Shree Vasu Logistics Limited,
1658,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,
1659,SWANENERGY,Swan Energy Limited,-0.2250489236790562
1660,SWARAJENG,Swaraj Engines Limited,-0.7450057784381782
1661,SWELECTES,Swelect Energy Systems Limited,18.884688090737235
1662,SWSOLAR,Sterling and Wilson Renewable Energy Limited,3.0415172892332545
1663,SYMPHONY,Symphony Limited,0.3253424657534273
1664,SYNCOMF,Syncom Formulations (India) Limited,4.651162790697669
1665,SYNGENE,Syngene International Limited,1.18326324043053
1666,SYRMA,Syrma SGS Technology Limited,-1.706408345752615
1667,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,2.663934426229512
1668,TAJGVK,Taj GVK Hotels & Resorts Limited,0.6994535519125658
1669,TAKE,Take Solutions Limited,1.0845986984815619
1670,TALBROAUTO,Talbros Automotive Components Limited,
1671,TANLA,Tanla Platforms Limited,0.5207143835929127
1672,TANTIACONS,Tantia Constructions Limited,
1673,TARAPUR,Tarapur Transformers Limited,
1674,TARC,TARC Limited,0.9948415622697295
1675,TARMAT,Tarmat Limited,-2.1470746108427265
1676,TARSONS,Tarsons Products Limited,0.01896453631709136
1677,TASTYBITE,Tasty Bite Eatables Limited,-0.4267804747932864
1678,TATACHEM,Tata Chemicals Limited,1.2453582103070375
1679,TATACOFFEE,Tata Coffee Limited,0.31172069825436405
1680,TATACOMM,Tata Communications Limited,-0.19488222335197683
1681,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,-0.6164887743835155
1682,TATAELXSI,Tata Elxsi Limited,-0.10567262050962761
1683,TATAINVEST,Tata Investment Corporation Limited,-0.5452995644609558
1684,TATAMETALI,Tata Metaliks Limited,0.8472209291499989
1685,TATAMOTORS,Tata Motors Limited,1.3654721456503591
1686,TATAMTRDVR,Tata Motors Limited,1.2805699980743486
1687,TATAPOWER,Tata Power Company Limited,-0.5569772693060262
1688,TATASTEEL,Tata Steel Limited,0.17908309455587393
1689,TATASTLLP,Tata Steel Long Products Limited,
1690,TATVA,Tatva Chintan Pharma Chem Limited,-0.21226120614308053
1691,TBZ,Tribhovandas Bhimji Zaveri Limited,-0.03910833007430361
1692,TCI,Transport Corporation of India Limited,1.0938259601361207
1693,TCIEXP,TCI Express Limited,0.42200232828870443
1694,TCIFINANCE,TCI Finance Limited,
1695,TCNSBRANDS,TCNS Clothing Co. Limited,0.3994673768308922
1696,TCPLPACK,TCPL Packaging Limited,0.03535599063067052
1697,TCS,Tata Consultancy Services Limited,0.4665998840090636
1698,TDPOWERSYS,TD Power Systems Limited,2.518746394924057
1699,TEAMLEASE,Teamlease Services Limited,1.8917778020981535
1700,TECHIN,Techindia Nirman Limited,
1701,TECHM,Tech Mahindra Limited,1.9251168820964129
1702,TECHNOE,Techno Electric & Engineering Company Limited,1.7128211539663603
1703,TECILCHEM,TECIL Chemicals and Hydro Power Limited,
1704,TEGA,Tega Industries Limited,3.493923611111111
1705,TEJASNET,Tejas Networks Limited,0.36219385995170483
1706,TEMBO,Tembo Global Industries Limited,-1.6108365367014381
1707,TERASOFT,Tera Software Limited,0.40257648953301123
1708,TEXINFRA,Texmaco Infrastructure & Holdings Limited,1.959847036328883
1709,TEXMOPIPES,Texmo Pipes and Products Limited,1.021798365122616
1710,TEXRAIL,Texmaco Rail & Engineering Limited,1.6652059596844837
1711,TFCILTD,Tourism Finance Corporation of India Limited,6.493506493506505
1712,TFL,Transwarranty Finance Limited,
1713,TGBHOTELS,TGB Banquets And Hotels Limited,
1714,THANGAMAYL,Thangamayil Jewellery Limited,-7.020484795654931
1715,THEINVEST,The Investment Trust Of India Limited,4.997845756139593
1716,THEMISMED,Themis Medicare Limited,2.8310715956949046
1717,THERMAX,Thermax Limited,0.3212721077397401
1718,THOMASCOOK,Thomas Cook  (India)  Limited,1.9138755980861202
1719,THOMASCOTT,Thomas Scott (India) Limited,
1720,THYROCARE,Thyrocare Technologies Limited,1.3674151192603634
1721,TI,Tilaknagar Industries Limited,-0.14525835235525808
1722,TIDEWATER,Tide Water Oil Company (India) Limited,-0.17678464095039423
1723,TIIL,Technocraft Industries (India) Limited,-0.6799637352674524
1724,TIINDIA,Tube Investments of India Limited,1.3115355836968592
1725,TIJARIA,Tijaria Polypipes Limited,2.3437499999999916
1726,TIL,TIL Limited,
1727,TIMESGTY,Times Guaranty Limited,
1728,TIMETECHNO,Time Technoplast Limited,4.782116581777033
1729,TIMKEN,Timken India Limited,-0.6134780670059448
1730,TINPLATE,The Tinplate Company of India Limited,0.8563167259786401
1731,TIPSFILMS,Tips Films Limited,
1732,TIPSINDLTD,TIPS Industries Limited,3.5244223457151254
1733,TIRUMALCHM,Thirumalai Chemicals Limited,5.693463903438852
1734,TIRUPATIFL,Tirupati Forge Limited,
1735,TITAN,Titan Company Limited,0.04625283978833266
1736,TMB,Tamilnad Mercantile Bank Limited,-0.11894142134997839
1737,TNPETRO,Tamilnadu PetroProducts Limited,1.196410767696912
1738,TNPL,Tamil Nadu Newsprint & Papers Limited,0.21713713044929922
1739,TNTELE,Tamilnadu Telecommunication Limited,4.972375690607726
1740,TOKYOPLAST,Tokyo Plast International Limited,-1.2684989429175475
1741,TORNTPHARM,Torrent Pharmaceuticals Limited,-0.40120578603803864
1742,TORNTPOWER,Torrent Power Limited,0.9209187771055333
1743,TOTAL,Total Transport Systems Limited,2.6610104126494316
1744,TOUCHWOOD,Touchwood Entertainment Limited,
1745,TPLPLASTEH,TPL Plastech Limited,-0.7744433688286516
1746,TRACXN,Tracxn Technologies Limited,-0.1374885426214404
1747,TREEHOUSE,Tree House Education & Accessories Limited,0.7142857142857075
1748,TREJHARA,TREJHARA SOLUTIONS LIMITED,
1749,TRENT,Trent Limited,-1.7299792140624204
1750,TRF,TRF Limited,0.15769761482357803
1751,TRIDENT,Trident Limited,0.6887052341597797
1752,TRIGYN,Trigyn Technologies Limited,-1.1148272017837235
1753,TRIL,Transformers And Rectifiers (India) Limited,2.917657229306246
1754,TRITURBINE,Triveni Turbine Limited,-0.943062595779795
1755,TRIVENI,Triveni Engineering & Industries Limited,0.11604293588628782
1756,TTKHLTCARE,TTK Healthcare Limited,-2.088404416693118
1757,TTKPRESTIG,TTK Prestige Limited,0.7554296506137896
1758,TTL,T T Limited,9.440559440559444
1759,TTML,Tata Teleservices (Maharashtra) Limited,-0.27277686852154936
1760,TV18BRDCST,TV18 Broadcast Limited,3.0693069306930636
1761,TVSELECT,TVS Electronics Limited,0.8563807384529023
1762,TVSMOTOR,TVS Motor Company Limited,-0.3332016980945799
1763,TVSSRICHAK,TVS Srichakra Limited,-0.23871623712479959
1764,TVTODAY,TV Today Network Limited,1.4942797104833008
1765,TVVISION,TV Vision Limited,
1766,TWL,Titagarh Wagons Limited,
1767,UBL,United Breweries Limited,0.4229336470324597
1768,UCALFUEL,Ucal Fuel Systems Limited,
1769,UCOBANK,UCO Bank,0.628930817610063
1770,UDAICEMENT,Udaipur Cement Works Limited,
1771,UFLEX,UFLEX Limited,0.5591219714226642
1772,UFO,UFO Moviez India Limited,1.4732142857142907
1773,UGARSUGAR,The Ugar Sugar Works Limited,0.3663003663003628
1774,UGROCAP,Ugro Capital Limited,1.0940107546820121
1775,UJAAS,Ujaas Energy Limited,
1776,UJJIVAN,Ujjivan Financial Services Limited,0.5043801433501501
1777,UJJIVANSFB,Ujjivan Small Finance Bank Limited,0.175746924428825
1778,ULTRACEMCO,UltraTech Cement Limited,-0.37179676379717586
1779,UMAEXPORTS,Uma Exports Limited,5.070422535211272
1780,UMANGDAIRY,Umang Dairies Limited,1.7173051519154519
1781,UMESLTD,Usha Martin Education & Solutions Limited,
1782,UNICHEMLAB,Unichem Laboratories Limited,1.7984725301798503
1783,UNIDT,United Drilling Tools Limited,6.851851851851852
1784,UNIENTER,Uniphos Enterprises Limited,2.2977651872836047
1785,UNIINFO,Uniinfo Telecom Services Limited,
1786,UNIONBANK,Union Bank of India,1.3853904282115919
1787,UNIPARTS,Uniparts India Limited,-0.38930703348040485
1788,UNITECH,Unitech Limited,
1789,UNITEDPOLY,United Polyfab Gujarat Limited,4.4078597981943615
1790,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,0.5559845559845595
1791,UNIVAFOODS,Univa Foods Limited,
1792,UNIVASTU,Univastu India Limited,
1793,UNIVCABLES,Universal Cables Limited,0.4346986089644513
1794,UNIVPHOTO,Universus Photo Imagings Limited,-1.995359628770307
1795,UNOMINDA,UNO Minda Limited,-0.792554351777784
1796,UPL,UPL Limited,0.9280544912728897
1797,URJA,Urja Global Limited,1.0204081632653086
1798,USHAMART,Usha Martin Limited,-1.7034913138809282
1799,USK,Udayshivakumar Infra Limited,5.577172503242557
1800,UTIAMC,UTI Asset Management Company Limited,0.35771982460189505
1801,UTTAMSUGAR,Uttam Sugar Mills Limited,1.7258382642998025
1802,V2RETAIL,V2 Retail Limited,4.993342210386152
1803,VADILALIND,Vadilal Industries Limited,-0.5733038114818916
1804,VAIBHAVGBL,Vaibhav Global Limited,-0.4913695350888359
1805,VAISHALI,Vaishali Pharma Limited,2.5006870019236116
1806,VAKRANGEE,Vakrangee Limited,1.3192612137203166
1807,VALIANTORG,Valiant Organics Limited,0.9822403016172216
1808,VARDHACRLC,Vardhman Acrylics Limited,3.1171019376579636
1809,VARDMNPOLY,Vardhman Polytex Limited,
1810,VARROC,Varroc Engineering Limited,0.974377481053767
1811,VASCONEQ,Vascon Engineers Limited,6.348074179743228
1812,VASWANI,Vaswani Industries Limited,7.142857142857145
1813,VBL,Varun Beverages Limited,0.45274476513864575
1814,VCL,Vaxtex Cotfab Limited,0.0
1815,VEDL,Vedanta Limited,-0.5414813382324634
1816,VENKEYS,Venky's (India) Limited,0.4868299682279389
1817,VENUSPIPES,Venus Pipes & Tubes Limited,1.6279318839027495
1818,VENUSREM,Venus Remedies Limited,-0.2830769230769175
1819,VERANDA,Veranda Learning Solutions Limited,-0.19163763066202488
1820,VERTOZ,Vertoz Advertising Limited,0.31655587211142766
1821,VESUVIUS,Vesuvius India Limited,0.25895194074733324
1822,VETO,Veto Switchgears And Cables Limited,0.7822685788787533
1823,VGUARD,V-Guard Industries Limited,-0.32495296733369095
1824,VHL,Vardhman Holdings Limited,0.38395024512527137
1825,VICEROY,Viceroy Hotels Limited,
1826,VIDHIING,Vidhi Specialty Food Ingredients Limited,-0.40924410207029094
1827,VIJAYA,Vijaya Diagnostic Centre Limited,-0.029598934438366944
1828,VIJIFIN,Viji Finance Limited,2.631578947368424
1829,VIKASECO,Vikas EcoTech Limited,1.3698630136986376
1830,VIKASLIFE,Vikas Lifecare Limited,0.0
1831,VIMTALABS,Vimta Labs Limited,0.43365134431916735
1832,VINATIORGA,Vinati Organics Limited,0.6796868278413438
1833,VINDHYATEL,Vindhya Telelinks Limited,2.094420208756819
1834,VINEETLAB,Vineet Laboratories Limited,0.12247397428045845
1835,VINNY,Vinny Overseas Limited,
1836,VINYLINDIA,Vinyl Chemicals (India) Limited,0.10984182776801407
1837,VIPCLOTHNG,VIP Clothing Limited,3.1351351351351413
1838,VIPIND,VIP Industries Limited,2.0580607378900813
1839,VIPULLTD,Vipul Limited,2.028985507246385
1840,VIRINCHI,Virinchi Limited,0.9331259720062342
1841,VISAKAIND,Visaka Industries Limited,2.431962941517092
1842,VISASTEEL,Visa Steel Limited,
1843,VISESHINFO,Visesh Infotecnics Limited,
1844,VISHAL,Vishal Fabrics Limited,
1845,VISHNU,Vishnu Chemicals Limited,-2.3849607182940518
1846,VISHWARAJ,Vishwaraj Sugar Industries Limited,1.506024096385542
1847,VIVIDHA,Visagar Polytex Limited,0.0
1848,VIVIMEDLAB,Vivimed Labs Limited,
1849,VLSFINANCE,VLS Finance Limited,1.7936117936117961
1850,VMART,V-Mart Retail Limited,0.980196538135375
1851,VOLTAMP,Voltamp Transformers Limited,3.0342299788362945
1852,VOLTAS,Voltas Limited,-0.040885163796185134
1853,VRLLOG,VRL Logistics Limited,-1.3563501849568493
